"K008552"	1.675038473
"K003229"	1.6929323
"K015594"	1.642783739
"A000446"	2.617602019
"A004042"	2.73156963
"A004450"	2.731569777
"A005311"	2.731569741
"A004382"	0.2992104911
"A005824"	0.2992104877
"A014853"	0.2992104563
"A007848"	0.2992104866
"A011590"	0.2932141678
"A014252"	0.2992104925
"A006773"	2.776671396
"A009522"	2.776671471
"A010043"	2.776671412
"A002125"	2.718319334
"K003270"	1.355606545
"K010861"	1.39137675
"K014981"	1.568253986
"A013488"	2.312055093
"A004384"	2.727816811
"K009182"	1.445292602
"K005225"	1.476793246
"A001057"	0.4035064037
"A013410"	0.4035063699
"A007075"	0.2460684554
"A013274"	0.2460684547
"A005866"	0.3791155284
"A004066"	0.3884264734
"A015842"	0.2727272807
"A013405"	0.3884264498
"A000746"	0.4183908094
"A013132"	0.4183908047
"A002849"	0.541984704
"K009520"	0.7714033239
"A001017"	0.4526672733
"A002065"	0.4568482724
"A014617"	0.4893267607
"A007505"	0.489326763
"A008906"	0.489326772
"A016206"	0.4400607828
"K010975"	0.7876106141
"A000444"	0.494109495
"A011159"	0.4895705369
"A007025"	0.3445512754
"A001097"	0.4202735615
"A007169"	0.5287712305
"A000528"	0.5569620304
"A006338"	0.5569620188
"A010679"	0.5358626057
"A010958"	0.5252475168
"A006392"	0.6329365038
"K011935"	0.8508270623
"K002451"	0.7413221681
"K003786"	0.7565095205
"K002509"	0.7565094906
"A004714"	0.6101445431
"A008146"	0.617886194
"A001628"	0.4286987185
"A008896"	0.51657044
"A008108"	0.55
"A012292"	0.3795686951
"A008264"	0.3837139277
"A014339"	0.5759162308
"A011053"	0.3941176557
"A011479"	0.3941176487
"A007195"	0.3795687138
"A002813"	0.3995448786
"A011343"	0.414462392
"A010131"	0.4144624117
"A000540"	0.4144624169
"A002615"	0.4236933913
"A003819"	1.789066265
"K000038"	1.206349204
"K013859"	0.9279317683
"K007991"	1.206349239
"K011745"	1.003891204
"K009350"	0.8680614582
"K009858"	0.8486686141
"K013640"	1.00836906
"K005549"	1.321040322
"A001623"	1.594636801
"K013487"	1.105568938
"A000565"	0.6942856993
"A007998"	1.944820196
"A007876"	1.574803182
"A007666"	1.541666662
"A005660"	0.5304404292
"G010864"	0.4149272578
"A002653"	1.631099015
"A008825"	0.5689119178
"A003563"	0.568911888
"A001223"	0.5689119016
"A008643"	0.568911923
"A006539"	0.5689119182
"A001154"	0.5689119344
"A014916"	0.5689119341
"A001062"	0.5689119156
"K000957"	0.9230991201
"A013988"	0.6553077373
"A014726"	1.462686568
"A012229"	0.5373231489
"A008861"	1.462686586
"A008048"	1.462686619
"A004242"	1.951912567
"A006413"	0.6354166563
"A011978"	0.4663212387
"A014310"	0.6354166532
"A008000"	0.6942857105
"O012362"	1.559459037
"A008078"	0.6713513616
"A010278"	0.6354166693
"A013518"	0.6942857152
"K005062"	0.7958074556
"K013135"	0.6837964066
"K013396"	0.9077418424
"A003343"	0.7185306398
"G004489"	0.3884970204
"G000891"	0.3670103088
"G002468"	0.367010301
"G013441"	0.3670103017
"K002646"	0.8828716375
"G007082"	0.3884970424
"G015011"	0.3884970159
"K015506"	1.363636369
"K013127"	1.138596485
"K014224"	0.7848484725
"A014272"	0.5578728594
"K001443"	1.009025188
"A013254"	0.68994014
"A003570"	0.3463659399
"K009045"	0.8304437129
"K014143"	0.9152438972
"K009454"	0.6052380958
"K003020"	1.210443036
"K003879"	1.044329009
"A013509"	2.181215394
"K009575"	0.9587627873
"A005480"	0.575916194
"O008855"	1.5018665
"K013182"	1.011718756
"A014253"	0.5755102048
"G002006"	0.4717948718
"A015371"	2.137820614
"G002339"	0.437948717
"G004630"	0.4717948663
"A010695"	1.492227979
"A013029"	0.4717948731
"A012074"	0.1920398027
"A003900"	0.1920397933
"G012685"	0.4147678413
"A005456"	0.3939394097
"K011618"	1.272390789
"A006980"	0.3815816574
"A008178"	5.591397957
"A009947"	0.692530819
"A006313"	0.4183908049
"A005797"	0.1592039799
"G015488"	0.4175392622
"G004038"	0.4175392672
"G011524"	0.4175392762
"G006551"	0.4175392642
"K005787"	0.6121693089
"G006779"	0.4175392672
"G014415"	0.3934010149
"K000701"	1.123861113
"G011770"	0.3934010145
"G000505"	0.3934010173
"G015266"	0.3934010112
"G011310"	0.8872694887
"G004850"	0.3934010177
"G004025"	0.8872694696
"G004394"	0.3934010139
"G010135"	0.8872694737
"G003138"	0.8872694803
"G008949"	0.8714599113
"G005467"	0.8430804282
"G004279"	0.2655122627
"K008502"	0.7026178041
"A002462"	1.839130444
"A001783"	0.4511917759
"K003241"	1.032051278
"K013359"	0.8728205124
"K002518"	1.292714201
"G010280"	0.5950138027
"G014524"	0.4356357845
"A009341"	1.054239879
"G002186"	0.5950138614
"A005948"	0.3233830837
"G014383"	0.4867677529
"K008736"	0.9244628557
"A008962"	0.9798995191
"G000519"	1.011904807
"A000759"	0.3233830747
"G004010"	0.435635789
"G004788"	0.4356357931
"G016075"	0.3934010163
"A004418"	5.59139759
"K008499"	0.8024033267
"G014943"	0.5545343109
"K002558"	0.838150289
"K010584"	0.8744410058
"A000305"	1.997282604
"A010119"	0.9798995347
"K012885"	0.5604575139
"A009543"	0.979899462
"A004127"	0.9798994974
"K016223"	1.298950558
"K015250"	0.8640000736
"G008445"	0.9607842662
"G010778"	0.8888573044
"K009423"	1.385641025
"K013050"	1.298950526
"G009724"	0.9411765587
"K013465"	0.9767441693
"A003311"	-5.382795429e-12
"A015208"	-2.783572752e-12
"A015922"	-3.366966597e-12
"K011131"	0.8668890932
"A008699"	0.9546688826
"G015951"	0.672785074
"A015455"	2.216781946e-12
"A001690"	7.711790497e-13
"O011420"	1.564453025
"G007287"	0.5817306901
"G012790"	0.6627659513
"G014793"	1.100000005
"G015400"	0.9451327601
"G008085"	0.2655122739
"G007207"	0.316582914
"G004608"	0.6103231802
"G011047"	0.5666049995
"G006820"	0.6815483258
"G014659"	1.004882521
"G014316"	0.316582918
"A006608"	0.8370411931
"K011798"	0.7752577228
"G010472"	0.8706521994
"P010444"	0.6881720722
"A005036"	0.192039801
"G014753"	0.924066704
"A001791"	0.8178378338
"G011937"	0.2145342055
"A011975"	0.8370411696
"K015931"	0.4824120637
"A010294"	0.4824120694
"G014593"	0.4314720736
"G008134"	0.8745583693
"G006268"	0.4314720831
"G009504"	0.34124058
"G015975"	0.6500000001
"G008669"	0.2221561662
"A015654"	0.084577114
"K005492"	1.236979198
"A009374"	1.631670599e-13
"K015323"	0.7714285687
"K015435"	0.9950354532
"A016293"	0.00771144625
"K016127"	0.7575395572
"K007161"	0.7857418996
"O013049"	1.170006415
"G000237"	0.5759162393
"A012002"	1.385641024
"G011833"	0.6500000287
"G009846"	0.6499999987
"N016058"	0.9250603395
"G005519"	0.4314720805
"G001730"	0.6626615048
"G005068"	0.6500000166
"A014706"	0.3631151304
"A015249"	0.6627858998
"A005304"	0.7499401323
"N008967"	0.925060371
"G003951"	1.373260193
"N012389"	1.541666659
"A003474"	0.7376077581
"A008590"	0.7376077481
"G007222"	0.9649122892
"N007157"	1.54166667
"O012225"	0.8602150555
"N003439"	1.541666668
"K007894"	0.8109756204
"N001078"	1.509043921
"K013703"	0.7227979231
"A015044"	0.7656190763
"A000055"	0.7695675887
"G000209"	0.8706521835
"G013045"	0.3434343644
"G012372"	0.192039805
"A010286"	0.7311557954
"G002079"	0.7745173627
"O016373"	0.9780219801
"G000044"	0.8178378312
"G013994"	0.2834170883
"G009198"	0.4215274857
"G016092"	0.8411602155
"G015994"	0.1920398106
"G007167"	0.2391734402
"A011028"	0.4824120417
"A011061"	0.6760886172
"P001432"	1.275446123
"A014673"	1.104104111
"N007868"	1.13207546
"G003347"	1.402908742
"G005616"	1.402908728
"G006560"	0.431472093
"K000141"	0.7420634936
"A007786"	0.6760885992
"G015742"	1.402908841
"N012144"	0.8122923835
"G010843"	1.402908808
"G009782"	1.402908784
"G006276"	1.402908811
"P000695"	1.224387842
"N008471"	1.497469064
"G007347"	0.4242424239
"K007569"	1.367801074
"A001843"	0.9489725065
"G006313"	0.9412798892
"A000725"	0.9489510487
"N013904"	0.7390913024
"G016283"	0.8028729535
"A011365"	0.7797980305
"K007703"	1.330532245
"A014197"	-8.803658724e-13
"K003264"	0.8926701561
"G004700"	1.299148532
"A015094"	0.9794871769
"G016020"	1.450292398
"G007845"	0.7270408159
"K000116"	0.8470744731
"E013092"	1.245688536
"N011745"	0.7762001333
"G013768"	0.1920398112
"G012855"	1.103713529
"G006964"	0.2412935364
"K009912"	0.5999578896
"G009403"	0.9152439383
"O005894"	1.112612605
"G011837"	1.076923074
"G006734"	0.2412935324
"G006012"	1.032051296
"N008047"	0.7925696458
"G007865"	1.062909902
"N004472"	1.281828586
"K013213"	0.783281948
"G006845"	0.241293531
"N003784"	1.283317333
"A013876"	1.477386899
"K005850"	0.885416677
"K016181"	1.110321992
"K006424"	0.9214743623
"N011051"	1.309986324
"G009136"	1.415680472
"G003554"	1.181818218
"G001516"	0.770526317
"G005855"	0.1920398042
"G011485"	1.142795957
"G001009"	1.380775807
"G010210"	1.206976739
"O013524"	0.8067246942
"A015905"	1.265469042
"G004293"	0.9446529063
"A005359"	0.5561461561
"G005700"	1.461797504
"G012728"	1.461780356
"K000843"	0.2412935204
"G004120"	1.461543649
"G011640"	0.7797979704
"N010358"	0.8888549614
"P004010"	1.491907492
"G004833"	0.9482505388
"K013087"	0.5373629108
"G010507"	0.8027687842
"G011491"	1.532832973
"E003324"	0.9677419257
"G010220"	1.36470591
"N014530"	0.9280560442
"G011812"	0.878145718
"G008632"	0.9436647159
"A007222"	2.000000075
"A012077"	2.000000066
"N000341"	1.502089559
"G003100"	0.8023322515
"G003320"	0.8883510201
"G007255"	1.677419402
"P004028"	1.189542423
"P001197"	1.221804519
"N008640"	0.9119598665
"A002801"	-3.763147634e-12
"E014944"	0.7465696922
"G014419"	0.4797979857
"G008339"	0.7958211133
"A013386"	0.3233830832
"A009879"	2.000000009
"E014692"	0.7465696466
"G006986"	0.1044776121
"G004967"	0.8374233175
"G005612"	2.031914825
"G000067"	1.038655489
"G008023"	0.9768786299
"O003077"	0.9821723523
"E015436"	0.7465696389
"G001374"	1.21435032
"G014815"	0.9768786337
"G014397"	0.8374233048
"G006476"	1.469670325
"G000741"	0.9768786025
"P000282"	1.202169626
"G005150"	0.837423312
"A011733"	0.922597409
"A001309"	2.969849383
"G009464"	0.9768786123
"K005023"	0.7590361456
"G012939"	1.249213477
"G000674"	0.9428013247
"G009698"	1.392140483
"K005252"	0.9315642494
"K003282"	1.305607101
"P010553"	1.755000008
"G010493"	1.649746193
"N002758"	0.9850783837
"G005224"	0.7275572904
"A004743"	0.948972523
"G000001"	1.068965507
"G012730"	1.649746195
"A006523"	-3.644636987e-12
"G015008"	1.123527617
"K011374"	0.8081782346
"G001850"	1.107537726
"K007479"	0.6959707091
"G002248"	1.587655213
"E004735"	0.9658119615
"G004801"	2.487309638
"G006965"	1.12213145
"Q000126"	0.9985125871
"G000332"	0.6636110003
"A012117"	0.5512265509
"E001463"	0.7655677534
"G006677"	0.9689922776
"G014403"	0.8799010888
"G005832"	0.6636110034
"K003074"	0.816723159
"G002064"	1.392140468
"A006706"	2.680412561
"G007400"	1.503821932
"A001571"	1.230964477
"G009151"	0.4390539682
"G011134"	1.090909096
"F001639"	1.989795929
"G002072"	0.9954643416
"A000265"	0.9800995368
"G005901"	1.503821767
"N000408"	1.085355491
"K008125"	0.8167231488
"A011080"	1.185740413
"K009449"	0.8050107528
"G004818"	0.9954643158
"G013773"	1.052299125
"G000864"	1.34887217
"K009349"	1.698803787e+10
"P010480"	1.121081065
"G010632"	1.285714305
"N014847"	0.9807806597
"G013638"	0.6551047162
"A006503"	0.8352769645
"G012150"	1.083750006
"G005535"	0.3797979794
"N010732"	0.9995964451
"E009147"	0.9859584797
"G010891"	0.795807444
"G002192"	0.7411859039
"G006319"	1.363033196
"G013496"	1.34398882
"G013778"	0.8037619807
"P012083"	0.7026177879
"A001490"	0.7797979677
"G011721"	1.516304449
"G005387"	1.516304347
"E009390"	1.132774741
"K012757"	0.8659793856
"N004713"	1.130161026
"K001992"	1.236715011
"G005100"	1.51630435
"G007736"	0.9083372266
"G013660"	1.516304349
"N003401"	1.065786596
"N011007"	0.9488586409
"A015458"	0.9799999812
"N003466"	1.029879208
"A000415"	0.3859999879
"K010590"	1.119741955
"G003439"	0.9866775792
"Q001233"	1.083397714
"K015863"	0.4242424237
"G002225"	0.3797979802
"G007291"	0.8350694426
"G013759"	1.663043473
"G007893"	1.185545236
"G010768"	0.835069436
"G007088"	1.185545141
"K010072"	1.375978489
"G000845"	0.9025604244
"G014012"	0.8189176429
"I015269"	0.8870996177
"P001117"	1.049462399
"G005918"	0.4870630083
"G004109"	0.9179546633
"E013908"	0.665140485
"G009173"	1.048010577
"G004366"	0.9179547139
"G011710"	0.9179546419
"G003204"	1.15599256
"G015261"	0.9179546721
"E013991"	1.001201925
"Q000882"	1.24663979
"G008620"	0.4469875667
"A014009"	1.137720331
"G004597"	0.7270408354
